stock price index 1,stock price index 2,silver price,oil price,platinum price,palladium price,gold price
174.91,82.33,22.18,35.98,140.26,72.84,129.34
469.24,399.73,23.97,55.37,99.42,202.08,173.94
161.49,72.25,23.79,33.96,146.75,67.62,142.15
258.47,153.81,16.64,11.44,88.85,95.71,121.63
109.88,43.45,16.54,37.85,158.01,44.36,108.7
323.14,221.68,18.23,10.63,91.07,250.74,156.09
126.92,58.63,34.67,37.26,164.4,66.61,173.53
203.38,101.65,15.44,30.17,117.36,75.0,110.46
196.8,97.89,19.28,35.11,140.68,87.37,124.96
196.35,95.14,20.56,37.79,145.4,85.84,126.13
207.78,106.59,15.94,18.14,112.35,73.79,114.67
116.5,52.13,40.56,33.02,182.11,75.67,177.72
174.92,82.02,22.43,34.68,141.72,72.99,129.9
384.35,315.85,26.0,42.12,112.42,220.79,161.81
112.92,47.01,18.35,36.36,155.12,48.34,117.4
411.95,325.7,23.64,63.26,102.65,148.61,187.13
128.29,55.79,27.12,36.9,180.95,81.04,130.36
202.64,102.81,16.82,22.33,119.75,79.15,117.41
401.15,292.21,20.97,72.12,95.25,191.38,165.5
163.27,72.55,23.5,34.21,147.32,67.78,140.81
322.58,265.82,21.99,28.3,78.65,207.15,174.94
132.02,60.75,33.78,38.83,160.54,68.61,169.31
392.12,334.99,26.46,39.24,115.48,222.08,172.71
286.48,184.11,16.7,11.38,78.94,137.01,142.78
208.71,110.24,15.15,14.05,95.96,59.5,107.13
200.17,99.58,18.8,35.27,136.82,86.26,122.06
136.51,64.31,30.0,36.86,150.74,64.44,159.08
394.16,303.5,17.83,75.27,80.1,172.61,160.27
423.19,347.51,25.03,50.09,101.9,243.87,166.14
287.77,184.72,14.77,13.38,84.49,131.5304,123.53
282.92,181.01,14.63,14.22,76.41,84.71,113.07
571.3,485.39,30.39,77.42,89.89,93.22,244.17
194.56,103.74,14.56,14.61,95.35,56.75,106.38
456.13,383.63,21.4,49.05,86.74,168.31,166.22
389.85,333.71,26.15,39.01,114.53,221.7,170.69
192.69,96.29,17.08,32.13,122.41,76.27,117.59
131.7,62.33,27.04,29.79,141.38,59.2,152.62
214.13,117.57,18.85,10.03,98.1,65.59,125.32
289.41,185.52,13.85,14.58,73.95,93.63,113.32
210.29,109.98,15.5,19.79,103.95,65.2,112.56
301.25,193.61,17.62,11.32,89.6,150.22,141.32
170.51,79.74,20.86,36.65,134.4,68.81,123.73
108.61,45.71,17.59,33.59,152.13,43.85,119.19
445.59,367.89,22.65,48.11,95.93,246.96,166.39
323.94,223.25,17.78,10.76,90.17,251.34,153.3
310.01,243.29,16.86,27.31,76.26,179.95,162.24
132.55,57.36,37.46,41.69,174.78,75.22,138.67
131.66,57.72,38.31,37.82,174.3,76.97,155.2
205.13,112.87,13.57,10.84,85.3,53.053,101.46
467.22,398.11,22.63,55.45,91.48,179.81,167.28
340.86,283.56,23.2,27.12,81.85,214.52,178.82
383.65,290.32,18.26,74.82,79.16,196.2,160.83
183.34,87.6,19.73,35.25,133.1,68.77,116.74
273.32,168.97,14.18,13.39,82.62,105.91,116.04
458.13,372.15,22.93,61.25,94.69,183.99,172.08
371.74,312.25,25.67,32.88,97.75,228.87,175.71
120.83,54.39,41.15,33.98,182.34,75.83,179.1
138.21,63.27,32.31,31.52,155.9,63.36,167.14
200.33,99.53,19.32,35.1,138.25,86.36,123.35
226.31,122.79,16.71,11.6,95.02,72.75,115.85
247.46,143.7,16.34,10.17,90.0,85.57,120.65
271.59,168.41,15.85,14.37,85.65,92.55,122.48
255.99,147.36,16.49,10.45,88.1,92.01,120.33
249.86,154.15,14.22,9.81,75.25,124.6,119.24
290.94,186.38,14.23,14.69,75.1,92.7,113.64
168.91,78.63,21.0,36.46,133.76,69.46,122.6
206.38,103.76,15.37,19.97,115.7,77.0,114.08
276.2,174.69,14.12,11.45,75.11,128.05,123.33
313.41,204.35,16.4,12.17,84.96,169.8,137.74
290.75,186.99,17.3,11.18,83.7,159.9,142.05
381.62,278.46,18.69,71.36,86.83,181.69,154.98
274.0,174.27,15.9,13.1,82.95,93.55,120.8
246.47,143.14,16.38,10.12,93.2,85.23,121.31
226.57,121.06,15.55,11.78,86.16,64.94,108.86
522.56,443.99,27.03,75.72,92.23,90.18,216.26
155.78,68.33,23.29,31.62,141.04,66.85,137.9
137.07,59.19,45.0,44.99,185.32,78.14,150.414
308.79,200.83,16.46,12.04,82.12,162.31,138.56
111.99,46.38,18.34,36.18,158.53,50.28,115.54
177.03,83.11,21.6,33.86,143.06,74.07,127.2
216.41,116.28,19.51,9.83,110.0,67.0,127.55
216.31,115.32,19.88,9.565,111.4,68.39,129.87
186.84,89.32,19.88,36.14,139.92,77.55,126.18
142.64,65.08,29.83,33.05,151.64,67.74,160.78
400.28,302.34,17.34,73.18,78.39,186.81,159.26
262.13,161.72,16.28,13.23,90.7,93.12,128.28
129.52,55.83,34.05,40.41,175.86,74.53,138.22
167.08,74.18,22.01,34.38,146.4,72.43,132.88
201.78,101.67,15.84,30.24,118.86,75.85,112.66
108.08,45.45,18.19,33.36,153.58,44.9,119.78
245.59,143.23,16.68,9.98,93.15,86.0,121.92
128.76,55.67,36.32,39.35,180.57,79.7,149.81
140.64,67.0,27.61,34.69,137.42,56.69,155.63
150.32,67.25,31.15,34.8899,166.38,73.55,162.0
522.11,445.35,23.71,77.07,82.86,92.07,200.35
141.52,68.41,30.61,35.74,149.76,62.49,160.59
465.12,391.77,24.14,55.81,100.24,192.5,174.45
114.37,48.86,21.98,35.72,166.77,56.49,128.46
196.73,94.51,20.84,37.89,146.37,84.94,127.84
169.9,79.0,21.15,37.05,138.8201,69.8,127.66
187.84,90.9,20.93,35.24,143.8,75.56,132.21
283.74,179.21,14.15,12.22,75.71,125.42,121.3
469.23,396.62,21.37,51.72,87.77,165.2,166.58
551.42,472.62,27.09,76.23,87.56,86.61,231.99
364.9,300.81,23.12,32.03,94.95,220.24,172.49
235.25,132.7,17.51,10.55,93.85,76.62,122.31
255.17,158.18,14.29,9.97,75.18,120.47,117.43
465.23,379.355,21.71,56.95,87.89,178.01,170.29
114.3,48.84,20.61,33.09,161.22,52.67,126.01
189.92,103.46,13.93,8.94,82.95,47.87,106.08
291.77,187.96,16.44,11.59,79.93,140.54,142.21
200.38,100.84,17.2,16.8,119.75,76.29,120.76
283.83,179.35,14.31,13.81,74.15,84.72,112.13
477.72,404.4,22.31,54.83,91.15,184.33,168.64
127.56,56.02,28.76,37.93,172.48,74.92,133.58
413.42,326.74,23.03,63.21,99.46,143.0,186.81
391.91,319.73,24.44,40.29,110.81,247.49,161.81
375.88,278.31,18.82,78.47,80.2,176.49,164.75
138.03,66.88,31.47,38.56,159.38,63.88,159.37
196.47,97.46,19.32,35.17,140.9,85.4,125.483
291.04,187.06,17.24,10.865,83.8,156.59,141.92
218.26,117.09,18.57,11.095,106.75,67.95,127.78
255.7,187.1,13.57,4.21,68.43,211.11,152.92
427.21,354.83,24.96,49.92,98.74,252.49,165.63
205.91,104.77,16.86,23.67,120.8,79.05,117.96
267.38,167.91,14.27,14.18,78.65,105.28,116.4
239.39,138.4,15.88,9.7,86.9,76.71,116.04
383.25,270.6,23.04,67.61,92.55,157.32,168.8
225.41,119.03,16.66,11.43,88.73,71.11,110.4
458.81,390.27,23.19,65.98,83.74,89.16,187.84
234.15,132.04,17.66,10.58,93.54,76.35,121.96
321.22,261.58,21.41,28.3,78.5,206.27,175.44
237.62,131.34,16.61,10.29,90.35,71.99,114.74
204.06,101.98,15.32,29.34,116.25,74.2,112.04
145.97,66.87,29.51,33.7,152.96,67.56,160.44
247.47,144.45,16.2,10.07,90.25,86.02,120.4
184.26,85.65,19.86,36.46,140.09,75.47,126.09
456.27,382.31,23.33,72.68,85.62,114.18,180.46
164.36,75.82,24.24,38.9,151.22,73.18,136.75
290.57,186.22,18.23,11.09,89.48,144.56,145.75
115.81,47.42,18.56,37.25,169.08,52.72,117.57
272.44,169.6,14.26,13.49,82.16,107.15,116.37
278.96,173.05,15.29,11.92,82.52,146.5,123.99
133.91,57.48,40.04,44.44,179.46,79.33,143.66
119.01,49.36,17.6,39.68,168.03,52.47,111.15
211.35,115.39,14.95,15.2,93.93,62.66,105.97
287.81,184.03,17.0,10.83,84.19,157.2,141.9
201.6,106.37,14.96,9.91,92.8,54.86,120.59
498.84,433.94,21.52,71.94,80.81,80.73,187.6
420.32,342.37,25.2,44.47,112.8,277.39,166.22
247.51,144.27,16.01,10.03,92.95,85.45,119.86
448.12,377.86,22.97,49.78,89.01,187.24,168.82
278.03,164.8,16.73,12.73,95.6,105.19,126.14
445.16,368.8,22.74,45.35,94.8,220.74,168.73
209.88,108.73,15.73,20.15,110.1,75.54,113.47
211.53,110.53,16.04,12.1,95.3,52.8,118.82
107.13,44.18,18.02,34.09,152.01,45.08,118.36
274.5,171.82,15.98,12.35,90.5,93.65,124.6
191.78,102.48,14.35,14.45,89.25,63.0,108.42
548.98,467.87,27.49,76.33,89.24,85.26,226.55
141.35,65.195,30.74,31.38,152.1599,58.95,163.23
268.8,169.21,14.28,14.25,79.67,105.61,116.31
435.98,371.82,21.47,71.31,78.6,89.56,179.51
414.37,322.97,19.26,72.83,84.72,193.08,167.17
394.88,293.65,20.65,90.24,89.21,176.1,174.54
307.85,200.19,17.54,11.93,89.12,169.89,142.15
207.74,107.63,15.58,18.18,112.05,79.75,111.97
118.87,55.81,31.6,32.85,150.0,59.84,162.1
357.28,291.41,23.25,29.58,88.77,219.34,172.23
237.56,131.58,16.53,10.31,89.77,71.42,116.25
441.91,368.695,22.27,64.66,84.8,115.5,177.84
113.25,53.93,36.97,31.4,170.16,65.06,169.05
453.13,362.71,23.63,76.46,92.31,213.95,180.37
543.7,480.41,28.11,81.98,91.15,91.95,215.56
216.29,114.76,19.88,9.85,109.8,67.63,127.66
237.91,134.58,17.27,10.23,91.15,76.3,120.25
291.56,186.01,14.39,15.95,78.7,100.88,113.87
272.03,164.38,16.22,12.42,95.9,99.5,126.24
237.36,130.45,17.18,11.38,92.51,73.45,115.78
288.83,185.78,14.62,13.34,85.63,130.19,121.95
439.815,365.25,24.6,50.18,100.0,248.52,171.17
207.26,107.49,15.36,19.74,104.3,65.11,112.37
164.53,73.07,21.51,34.85,140.09,69.14,132.13
209.64,109.25,15.81,19.75,106.57,72.42,112.57
442.68,369.32,22.35,82.18,87.35,116.61,179.22
136.48,64.23,27.25,31.43,141.97,57.35,155.09
336.16,233.25,17.15,10.63,91.1,219.69,147.66
113.75,49.22,21.32,32.96,164.11,56.0,126.69
408.77,293.69,21.53,71.64,96.69,176.68,167.84
114.36,53.47,30.67,30.74,147.66,58.22,160.49
434.88,367.46,21.52,49.57,86.29,182.05,164.94
117.13,48.43,19.6,36.31,172.95,54.23,120.56
137.76,64.74,36.78,40.85,171.08,71.38,164.286
468.75,394.31,21.97,52.48,90.21,177.5,168.97
455.88,380.74,23.27,71.32,86.19,113.6,181.86
436.02,360.97,21.01,51.7,89.9,176.88,164.22
107.57,44.72,18.34,33.58,152.89,48.1,119.73
276.85,173.61,16.37,13.31,85.99,96.85,123.01
164.9,75.73,22.8,37.15,148.82,73.32,132.81
126.02,55.86,27.82,38.1,136.91,62.66,151.99
197.74,105.63,14.58,9.01,90.3,49.68,118.68
439.78,366.77,25.0,47.54,98.2,248.73,169.53
541.35,463.72,26.42,76.17,85.65,83.38,218.33
191.16,101.01,14.97,8.43,90.55,49.3,115.48
246.74,153.05,14.31,9.62,75.18,118.0,118.72
298.73,191.46,17.05,11.275,85.18,169.45,140.53
423.59,323.7,22.22,78.8,86.56,213.16,176.91
199.09,98.76,19.1,34.9,138.06,85.01,122.88
446.35,354.08,21.55,64.68,95.11,214.0,168.86
167.75,78.72,21.49,37.44,135.64,69.02,126.53
277.14,200.0,14.74,4.965,69.82,209.28,161.41
246.79,144.07,16.17,9.47,89.65,81.05,119.31
310.7,202.44,16.54,12.06,85.49,175.44,138.92
187.71,86.41,18.99,36.67,139.44,78.4,124.1
414.78,310.75,21.49,89.07,95.69,186.48,171.82
130.87,56.4,36.71,41.49,173.39,73.87,138.21
118.42,53.58,42.64,33.37,185.76,77.57,183.238
208.73,110.63,15.15,14.28,95.8,59.96,106.86
185.16,91.55,17.22,30.69,122.92,76.51,118.99
170.72,79.85,21.03,36.62,136.17,69.01,123.54
208.67,108.86,15.95,11.92,95.8,50.6,116.98
115.07,47.31,19.03,36.93,168.88,52.39,120.656
211.87,111.29,14.76,17.39,97.75,61.45,109.76
167.34,74.36,22.47,33.78,144.38,73.36,131.94
365.51,272.18,20.97,86.5,87.31,170.27,171.27
462.0,398.78,22.08,48.62,88.3,164.75,165.5
270.11,167.48,15.37,11.38,77.6,128.64,123.96
437.33,346.41,23.08,63.14,100.76,220.99,177.12
189.78,102.84,13.88,9.09,80.65,48.91,105.0
110.64,45.94,18.4,34.19,155.57,46.77,118.881
411.49,320.11,23.91,65.85,98.91,138.6,184.8
213.88,117.8,17.16,11.4,89.6,59.49,120.83
426.86,328.44,19.08,73.59,85.59,200.19,163.92
404.49,304.51,21.15,77.07,91.5,190.4,171.42
314.24,253.02,17.31,28.79,76.84,180.1,166.98
529.57,451.98,30.29,76.554,97.53,92.92,224.56
435.7,360.8,22.0,81.25,84.95,115.49,178.05
260.76,156.52,16.65,11.56,90.7,97.05,122.81
427.88,353.53,24.83,49.94,100.4,249.74,164.83
142.53,65.65,32.75,31.68,157.66,68.77,165.165
187.23,87.1,19.19,37.21,136.78,76.72,123.78
170.57,76.89,19.6,37.66,141.56,71.55,125.7
114.42,49.51,21.21,33.22,161.42,54.88,127.85
158.33,69.62,24.05,33.21,145.65,66.9,140.91
208.95,107.58,19.45,11.35,102.52,58.19,129.47
206.44,104.5,16.89,17.85,114.32,74.76,116.69
182.14,84.34,19.79,37.2,141.79,77.42,126.93
111.2,45.34,17.13,37.07,154.84,43.7,107.17
160.48,71.48,19.42,35.93,133.42,67.2,120.74
211.91,110.7,15.77,19.92,103.18,67.8,113.64
411.99,316.38,23.97,68.29,100.7,143.84,184.81
431.67,356.52,25.45,50.5,102.07,260.3,167.29
189.76,89.33,19.2,38.1,144.52,80.89,124.51
141.74,68.145,32.78,40.85,163.9,65.75,163.24
156.91,69.08,26.93,34.63,154.0,75.22,150.73
249.56,154.47,14.94,9.63,74.62,122.75,121.25
111.2,44.95,16.54,39.05,155.0,43.7,109.43
228.19,170.92,12.43,4.77,57.97,148.5,146.3
183.76,90.07,21.57,36.7,139.08,72.02,126.27
139.64,67.61,31.69,40.03,161.72,64.28,161.28
134.0,61.78,33.66,37.24,160.7,70.13,167.64
455.26,384.39,23.32,68.74,83.0,88.67,187.15
284.16,169.57,17.1,13.28,97.05,104.7,127.97
501.17,436.94,21.58,71.53,81.13,81.85,187.11
112.45,45.64,17.24,39.08,157.59,45.6,110.83
388.62,289.29,20.98,78.5,88.26,183.32,171.91
322.95,213.5,17.32,13.01,89.86,179.8,142.63
410.35,304.9,20.66,68.79,85.6,134.21,170.89
192.94,94.95,19.61,35.97,142.99,82.96,126.18
129.7,57.01,27.48,36.6,179.92,81.08,127.925
131.08,57.535,40.06,37.7,175.74,78.51,156.57
241.34,141.13,16.93,10.17,90.3,76.47,120.14
291.14,187.08,16.92,11.07,82.77,157.56,141.9
208.91,113.72,18.01,9.97,96.41,59.65,124.39
476.98,401.75,21.79,54.48,89.46,183.1,168.59
330.63,223.74,17.22,11.6,94.53,227.28,147.12
209.07,106.3,16.96,19.73,117.08,76.2,117.98
201.73,105.57,15.15,13.46,99.35,58.61,111.13
385.85,292.88,18.48,77.81,81.31,202.56,161.43
475.64,399.66,22.4,54.89,89.06,176.04,170.96
350.35,293.16,27.06,30.9,87.63,208.49,184.83
187.05,86.58,19.35,36.74,138.7,78.96,124.88
412.81,317.59,24.91,72.06,96.65,139.07,186.36
145.64,67.75,32.63,34.28,162.7,63.44,169.54
263.19,152.64,15.8,11.47,87.59,94.51,120.32
510.21,436.07,24.12,75.97,86.55,101.12,199.71
287.74,184.19,16.77,11.33,80.8,134.04,141.78
501.7,434.89,22.04,72.95,82.15,87.4,186.34
140.11,67.02,30.52,39.43,154.66,66.95,161.88
194.64,104.91,14.88,14.81,91.52,64.45,109.81
199.43,99.38,18.7,34.42,134.34,83.34,120.26
238.39,130.81,17.88,11.51,97.25,73.95,119.06
119.53,55.9,39.98,33.26,178.15,71.3,173.31
443.93,353.82,22.53,65.08,97.25,212.65,174.86
523.83,444.97,24.25,79.08,83.11,92.52,207.82
349.93,293.58,24.86,26.83,85.26,228.91,183.19
442.24,366.99,23.1,72.4,87.98,115.3,178.13
211.52,108.44,16.46,18.28,114.75,78.9,116.07
242.5,138.54,16.39,9.1,88.32,82.09,118.9
394.94,282.81,22.39,63.07,92.93,179.17,167.06
133.02,58.44,30.64,35.98,182.84,83.59,133.97
226.5,122.49,16.49,11.6,94.45,72.75,113.91
215.48,114.88,20.12,9.35,111.95,68.08,129.65
280.28,173.11,14.11,11.27,76.37,113.24,116.41
540.88,476.52,27.88,76.62,87.09,81.43,215.73
292.48,188.61,16.56,11.84,80.75,140.95,141.76
200.92,99.89,18.83,34.29,136.43,85.91,120.73
280.08,167.34,16.56,13.12,95.1,100.0,126.39
342.85,282.32,23.28,28.99,81.62,223.37,177.85
278.95,217.97,15.05,20.73,71.72,170.0,163.01
249.88,145.25,16.48,10.18,89.2,87.3,122.68
279.01,176.63,16.72,13.55,86.32,95.8141,123.38
135.71,64.36,27.98,31.55,144.32,61.706,155.97
290.91,184.3,14.01,15.17,78.1,101.01,113.05
257.48,149.01,16.51,10.47,87.55,92.38,121.8
277.57,208.48,15.06,4.43,73.67,206.18,161.85
123.94,54.49,30.53,38.72,171.78,76.9,136.5
121.05,52.9,27.4,37.9,174.45,71.3,137.66
207.29,107.44,15.24,17.65,99.71,63.4,111.49
314.12,204.31,16.23,12.13,84.33,177.26,137.62
425.48,354.11,21.58,82.32,82.55,114.24,173.23
136.48,64.38,27.91,32.69,145.38,58.25,157.46
167.4,78.76,22.12,37.38,137.56,69.79,127.4
169.98,76.84,19.57,36.77,143.62,72.09,126.86
272.91,169.55,16.14,14.29,86.58,92.3,123.59
119.07,52.38,24.82,36.14,171.44,64.82,131.92
247.37,144.22,16.4,10.15,89.59,85.12,120.75
207.39,106.58,15.3,15.68,106.2,73.92,112.37
262.55,158.99,16.15,12.98,88.9,89.85,127.26
215.97,111.86,19.5,10.79,104.4,61.62,127.04
534.98,464.22,29.1,72.12,91.72,85.64,219.43
238.68,136.46,16.74,10.19,90.01,78.93,119.67
203.35,101.87,15.4,29.24,116.92,75.35,111.5
211.94,110.64,16.7,20.36,108.32,75.31,114.0
368.1,308.29,26.47,33.38,101.77,227.93,182.87
447.9,376.05,23.5,67.79,89.36,118.91,182.01
251.49,145.67,16.22,10.17,87.23,89.38,120.77
202.07,110.98,13.59,10.97,82.41,52.95,101.79
565.1,476.29,29.33,70.9,90.04,99.5,237.34
380.59,317.34,25.72,34.93,104.17,228.59,173.34
272.79,171.07,15.36,11.21,77.73,131.17,123.44
383.47,273.87,22.29,65.77,92.11,159.89,166.32
122.56,55.52,28.95,37.4,141.9,60.3,152.89
328.07,225.42,17.14,10.68,90.92,228.4,146.43
300.36,193.11,17.27,12.23,88.94,154.92,142.95
395.75,302.02,17.8,75.84,81.68,188.26,160.23
192.87,94.9,20.05,36.2,142.45,84.05,123.99
442.65,366.56,23.24,72.66,89.77,113.33,179.87
205.57,105.61,16.77,10.86,101.6,57.1669,120.65
207.51,112.97,14.07,14.0,87.34,57.78,104.18
328.28,274.375,22.94,25.31,80.16,208.92,176.2
468.15,398.35,21.33,51.92,88.72,169.69,165.88
150.35,66.76,31.61,35.05,167.252,73.79,161.96
209.31,114.36,14.4,14.1,88.58,57.76,104.4
130.51,59.88,33.18,37.93,158.9,67.58,168.03
140.31,67.72,30.21,35.93,152.81,64.01,161.97
122.5,55.85,31.72,38.38,157.25,59.83,167.62
408.79,304.38,20.63,68.82,84.55,136.19,170.75
403.13,291.22,23.17,71.65,95.6,157.19,179.47
133.16,62.63,28.35,34.53,142.06,60.06,151.02
283.71,181.19,15.06,14.45,78.85,88.45,115.83
209.7,111.55,14.3,15.21,92.55,57.74,104.31
126.62,53.66,35.64,36.49,171.7,73.49,150.03
409.15,313.65,19.52,74.79,84.07,201.5,165.03
187.22,87.08,19.48,36.58,138.18,78.28,125.43
204.22,108.66,15.72,10.37,95.75,52.51,120.05
195.61,96.2,20.25,36.89,143.22,85.48,123.39
201.4,110.04,13.71,10.8,86.0,52.26,103.18
159.64,70.78,19.76,33.63,133.54,66.18,125.05
249.52,183.87,14.11,4.9,69.53,216.3,153.24
558.8,488.28,29.57,80.0,93.18,88.59,227.23
273.3,168.65,16.22,12.62,91.99,94.2,126.53
455.46,381.95,23.31,56.85,95.83,186.51,168.08
145.87,66.62,30.02,33.95,156.34,66.68,160.49
266.31,154.77,15.37,11.54,84.44,95.94,118.01
125.23,57.79,33.97,36.3,161.42,64.88,170.85
265.16,155.15,15.42,11.52,85.0,96.4,118.48
234.94,132.12,17.76,10.82,91.37,76.9,119.18
205.42,113.15,13.89,11.44,82.31,53.15,102.55
214.84,115.73,18.65,10.49,100.46,63.09,125.75
392.68,288.66,19.9,68.44,88.28,131.95,170.66
396.05,282.94,20.35,68.51,91.68,170.98,162.73
245.04,175.47,12.2,6.03,61.31,144.46,143.56
122.34,53.57,26.68,37.43,175.0,69.48,137.78
198.5,105.08,14.26,13.83,97.55,55.64,108.7
213.09,117.1,17.04,11.41,89.57,61.36,119.68
398.12,311.6,22.0,62.24,90.5,129.82,181.95
212.33,110.75,16.42,19.22,107.96,75.9,114.02
112.5,47.17,20.2,34.01,156.39,54.19,124.024
213.29,115.43,18.61,10.27,99.55,62.76,126.18
311.46,242.16,17.5,26.8,77.81,182.34,162.39
271.64,172.0,15.87,13.91,82.5,89.56,119.26
275.88,171.8,16.04,12.35,91.2,93.63,124.9
131.8,56.53,42.22,43.09,177.53,76.65,145.05
209.4,108.05,15.78,20.3,109.52,74.9,113.08
234.99,131.73,17.68,10.18,91.41,75.23,119.33
132.31,62.66,28.12,34.91,144.01,60.56,152.08
142.8,66.32,33.28,33.04,157.06,67.08,166.1267
139.76,64.66,32.68,31.37,155.9,63.69,166.55
240.32,139.56,16.64,10.62,90.05,72.8,119.61
192.43,90.91,18.6,37.49,139.48,81.22,120.01
444.11,344.81,24.38,71.75,91.25,229.07,182.37
141.65,65.32,32.23,31.85,154.97,60.42,166.07
263.67,162.75,14.05,13.9,79.37,102.66,115.8
179.98,83.68,19.75,34.1,136.25,70.39,119.92
440.22,368.18,24.51,47.34,95.11,246.02,168.86
286.64,217.44,14.46,20.76,72.49,168.36,161.02
198.01,96.44,20.63,38.07,144.88,84.86,125.74
134.8,58.23,35.12,39.56,175.1,72.94,145.65
563.74,474.7,29.29,71.01,89.36,100.45,235.51
433.78,359.26,25.67,50.62,103.93,268.17,168.12
428.87,354.07,25.31,51.21,101.4,259.85,166.2
437.55,359.62,22.28,73.42,84.03,114.39,175.81
280.56,180.29,15.05,13.85,76.95,86.6,116.31
106.58,43.87,19.03,33.13,152.62,50.05,120.91
198.83,97.4,20.5,38.18,142.9,84.45,124.35
432.81,365.81,21.71,77.98,82.48,103.59,178.29
266.52,166.13,14.32,10.74,75.42,121.98,117.53
120.65,50.22,18.14,40.1,172.72,55.5,114.63
212.43,114.02,14.59,16.84,95.29,59.52,105.37
111.52,46.3,17.54,34.56,155.0,48.43,114.288
141.99,65.82,33.63,32.42,159.16,67.5,167.1817
448.19,370.97,21.82,74.66,83.11,116.6,177.6
200.97,100.04,18.98,35.28,137.51,86.38,121.65
131.8,57.87,29.99,36.28,181.285,81.78,132.3225
119.16,52.8,26.55,35.8,163.36,66.88,133.11
288.7,198.64,16.5,9.42,81.55,248.94,148.38
120.58,52.78,26.02,36.85,167.52,67.81,132.42
115.95,47.5,17.13,40.16,161.53,46.27,107.95
434.71,359.51,21.96,55.63,94.62,192.4,167.59
131.69,57.94,35.02,37.15,171.04,75.27,152.77
247.59,152.34,15.26,10.17,75.88,124.0,121.44
425.68,355.63,24.2,45.64,99.19,240.95,169.39
217.44,116.81,18.24,10.83,103.1,66.03,126.3
394.33,315.79,25.25,43.9,114.08,223.26,162.2
256.75,154.22,15.9,12.55,87.35,87.6,126.45
209.53,109.65,15.96,11.84,95.0,52.55,115.62
285.84,183.17,14.3,13.1,79.67,126.0827,121.51
208.35,113.5,15.4,14.71,95.6,64.84,109.72
208.65,107.58,16.9,11.99,94.55,53.53,120.9
383.07,276.79,18.83,73.69,88.43,180.9,154.74
411.86,326.06,22.99,63.11,98.65,140.5,184.87
165.04,75.49,22.76,37.69,148.1,73.2,132.45
279.39,175.87,14.99,14.01,79.0,87.65,114.52
138.33,66.22,31.42,39.51,155.56,65.6,159.54
151.78,67.92,30.51,35.26,167.72,75.49,159.89
177.12,82.56,21.04,34.03,140.1,73.21,123.87
447.97,373.84,23.02,46.67,94.39,229.62,168.65
346.13,285.76,25.83,29.42,84.86,213.94,181.64
185.59,89.24,21.06,35.36,143.48,75.1,131.64
242.64,141.23,16.66,9.87,93.78,89.15,122.76
131.71,62.16,27.95,31.19,140.19,60.51,154.73
393.96,337.27,26.17,40.19,119.08,222.12,168.24
145.71,66.64,30.12,34.01,154.4,66.18,160.56
205.26,105.03,15.41,17.77,108.8,76.85,110.72
112.49,45.67,17.16,39.07,157.98,44.44,111.63
135.38,64.03,27.01,31.71,142.03,57.37,154.04
521.81,442.54,27.19,76.68,91.28,92.0,218.71
424.5,353.8,22.95,64.1,93.7,131.9,181.05
162.13,72.5,23.34,34.12,145.58,67.04,140.38
155.59,68.6,28.47,34.24,154.09,74.39,154.72
571.14,484.74,30.49,72.35,90.96,96.22,245.73
202.72,111.65,14.04,10.68,84.2,53.7515,102.61
399.925,310.88,22.27,65.01,89.0,133.81,182.53
267.6,157.31,15.93,11.59,87.76,99.22,120.94
304.92,197.93,17.54,11.45,88.14,170.85,142.56
209.66,106.88,16.19,19.55,113.75,75.68,116.34
266.34,162.0,13.87,10.97,80.23,108.23,114.95
197.02,104.53,13.95,13.06,95.95,52.91,107.73
268.78,164.9,13.8,11.99,79.06,106.845,114.77
394.42,313.89,23.34,41.16,109.25,242.15,157.57
165.35,73.57,22.68,32.75,143.7,73.8,136.7
392.94,280.47,21.56,65.47,93.0,171.85,166.33
406.92,316.66,26.72,43.7,112.01,268.39,175.16
443.11,370.21,22.03,78.15,83.61,111.14,178.02
245.0,143.03,16.57,9.79,93.35,89.41,122.29
218.31,116.96,19.88,10.1,113.29,70.1,128.56
390.8,304.26,21.49,58.73,91.11,130.35,183.84
264.98,164.78,14.97,11.12,76.26,135.31,121.02
290.1,187.46,14.54,13.3,84.21,133.8,120.37
333.09,276.09,23.14,27.94,83.5,218.7,177.12
199.32,104.3,15.3,10.04,96.9,55.11,120.58
117.05,54.08,40.35,34.62,179.34,71.05,178.54
352.28,296.34,23.59,28.46,81.46,218.13,177.72
419.77,320.88,23.85,69.572,93.01,226.21,178.89
169.19,76.36,19.22,37.27,139.84,70.25,124.15
287.39,179.18,13.95,15.78,77.99,102.39,112.6
439.91,368.22,24.25,49.58,99.82,245.0,168.44
141.04,68.03,31.9,35.96,153.28,62.98,164.48
242.88,138.27,15.87,9.55,86.93,80.66,116.09
133.49,58.14,35.53,37.98,172.23,76.92,148.91
471.82,406.17,21.72,66.48,82.12,84.84,185.84
218.05,116.86,16.63,10.44,90.3,69.07,116.17
371.94,310.63,25.05,33.01,98.47,219.17,176.74
114.2,47.04,19.32,34.45,169.88,51.87,119.36
110.86,44.69,15.99,38.64,152.3,43.88,107.89
234.28,130.52,17.26,10.04,92.55,77.0,118.67
285.14,183.1,14.03,13.16,77.74,124.08,120.65
